Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GeneSymbol	GeneName	Sample_10uninfected	Sample_11infected	Sample_14uninfected	Sample_1infected	Sample_2infected	Sample_5uninfected	Sample_7infected	Sample_9uninfected
ENSMUSG00000038319	815.846650807427	-0.423231967175824	0.252834882751599	-1.67394610494325	0.0941411919406235	0.705550502190585	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	1068	524	706	683	742	1039	947	897
ENSMUSG00000022580	2.14671959559236	4.5846296093264	2.74057820874017	1.67286946772956	0.094352995596942	1	Rhpn1	rhophilin, Rho GTPase binding protein 1	0	0	0	20	0	0	0	0
ENSMUSG00000020467	153.986539401735	-0.503698227938601	0.301156063398506	-1.67254885143083	0.0944161432551993	0.707209100303007	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	253	105	99	141	92	235	184	190
ENSMUSG00000083339	4.60888450948321	5.67081786186032	3.39183632614006	1.67190197774483	0.0945436527467324	0.707656562192536	NA	NA	0	24	0	0	0	0	0	0
ENSMUSG00000072915	1.57911087856317	-4.16939396121913	2.49383539211781	-1.67188017877893	0.0945479520857399	1	LOC108167848	zinc finger protein 717-like	0	0	0	0	0	12	0	5
ENSMUSG00000023827	206.588163223299	-0.527814844640174	0.315735143306441	-1.67170128454119	0.0945832407330084	0.707656562192536	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	327	140	178	147	233	211	172	259
ENSMUSG00000025612	711.085878087576	0.319815443578492	0.19141848455121	1.67076572739731	0.0947679605592978	0.707691547594542	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	669	571	385	792	896	791	1041	828
ENSMUSG00000048279	22.8652571221365	1.48674277939585	0.890074015650642	1.67035859181783	0.0948484371178776	0.707691547594542	Sacs	sacsin	5	38	0	55	32	26	5	31
ENSMUSG00000060376	10.5342210330515	-1.65082352667696	0.988397460424682	-1.67020211278938	0.0948793821483216	0.707691547594542	Bckdha	branched chain ketoacid dehydrogenase E1, alpha polypeptide	44	0	6	4	7	20	13	3
ENSMUSG00000020893	2918.78504346619	0.367220175620008	0.219872163914569	1.67015309751848	0.0948890769897428	0.707691547594542	Per1	period circadian clock 1	2730	1536	1120	5364	3646	4274	3857	3391
ENSMUSG00000013523	1.30441884478069	-3.87361814865752	2.31939997902554	-1.67009493131278	0.0949005828450595	1	Bcas1	breast carcinoma amplified sequence 1	5	0	1	0	0	6	0	0
ENSMUSG00000090509	4.59135719348706	-5.66572897328005	3.3925062372576	-1.67007179266383	0.0949051602112424	0.707691547594542	Sfta2	surfactant associated 2	0	0	18	0	0	0	0	0
ENSMUSG00000037325	6.52371072380723	-1.87302787417912	1.12154182491239	-1.6700472800695	0.0949100095689259	0.707691547594542	Bbs7	Bardet-Biedl syndrome 7 (human)	6	0	7	0	9	18	4	12
ENSMUSG00000092607	13.8667977362702	-1.3311851674369	0.797781964069303	-1.66860774922365	0.0951951421201141	0.707899910536555	Scnm1	sodium channel modifier 1	14	6	21	10	13	28	3	7
ENSMUSG00000004996	16.3159596728869	1.3000594652866	0.779193718335559	1.66846758988723	0.0952229405506675	0.707899910536555	Mri1	methylthioribose-1-phosphate isomerase 1	14	17	0	12	46	26	24	8
ENSMUSG00000024209	8.10696277086871	-1.68967980442813	1.01283034205105	-1.66827526217906	0.0952610963504892	0.707899910536555	1700061G19Rik	RIKEN cDNA 1700061G19 gene	28	2	0	3	2	19	10	17
ENSMUSG00000097251	1.26676008176274	3.83666298227043	2.29978711536024	1.66826875263603	0.0952623879897561	1	5033417F24Rik	RIKEN cDNA 5033417F24 gene	0	0	0	7	3	0	2	0
ENSMUSG00000033278	249.979076843972	0.672529282424859	0.403133798765682	1.66825328088097	0.0952654579890895	0.707899910536555	Ptprm	protein tyrosine phosphatase, receptor type, M	173	133	32	356	362	438	513	318
ENSMUSG00000055312	1.64936620903875	4.21147599270787	2.52481983444451	1.66803030269859	0.0953097114712888	1	Them7	thioesterase superfamily member 7	0	0	0	0	14	0	2	0
ENSMUSG00000038046	8.83292071414155	-1.85858933006177	1.11427723362734	-1.66797747811058	0.0953201977427593	0.707899910536555	Mrm3	mitochondrial rRNA methyltransferase 3	36	0	7	0	12	7	6	10
ENSMUSG00000027944	5.25023652200286	-2.3069954333766	1.38322900980733	-1.66783332117791	0.0953488192075695	0.707899910536555	Hax1	HCLS1 associated X-1	7	0	11	0	1	9	7	1
ENSMUSG00000039210	47.6669666516148	0.720900736624362	0.432421425935803	1.66712538599183	0.0954894752551866	0.707899910536555	Gpatch2	G patch domain containing 2	42	47	12	51	103	65	46	48
ENSMUSG00000018920	114.744514503111	-0.680037940957804	0.407916634525738	-1.66710029304994	0.0954944638917789	0.707899910536555	Cxcl16	chemokine (C-X-C motif) ligand 16	206	60	111	145	71	151	92	85
ENSMUSG00000045680	783.900907758213	-0.364640789830083	0.218742695897177	-1.66698498587349	0.0955173903754467	0.707899910536555	Tcf21	transcription factor 21	919	437	470	873	631	1521	969	943
ENSMUSG00000033610	60.2202693471345	-0.893472977649814	0.53609208751792	-1.66664085975704	0.0955858390511106	0.707899910536555	Pank1	pantothenate kinase 1	76	40	86	33	48	66	46	39
ENSMUSG00000084974	2.56581087468146	4.0711345831286	2.44344204107729	1.66614739154348	0.0956840612670143	0.707899910536555	NA	NA	0	0	0	0	24	1	0	0
ENSMUSG00000050714	110.92876670981	-0.436116309672957	0.261754831130801	-1.66612515913804	0.0956884884103572	0.707899910536555	Zbtb26	zinc finger and BTB domain containing 26	154	64	53	118	113	198	104	173
ENSMUSG00000074405	13.7197745745675	1.29147827488846	0.775195082190893	1.6660042156594	0.0957125747821533	0.707899910536555	Zfp865	zinc finger protein 865	13	10	0	30	36	11	10	16
ENSMUSG00000044231	10.6365044286634	1.84280894756024	1.106173658663	1.66593096222124	0.0957271658540566	0.707899910536555	Nhlrc1	NHL repeat containing 1	2	0	0	34	32	15	14	7
ENSMUSG00000035540	4.53981001416345	-5.65138994204815	3.39259710151078	-1.66580049824705	0.0957531568836241	0.707899910536555	Gc	group specific component	0	0	16	0	0	5	0	0
ENSMUSG00000038039	36.468323904079	-0.928756979509766	0.557636515143689	-1.66552396460344	0.0958082665871753	0.707899910536555	Gcc2	GRIP and coiled-coil domain containing 2	25	18	22	14	21	76	53	92
ENSMUSG00000099094	1.41143378326278	-3.90838986622419	2.34690305773669	-1.66533928759433	0.0958450845483607	1	NA	NA	3	0	4	0	0	1	0	0
ENSMUSG00000036131	2.39416514112914	3.19478426525228	1.91850401069046	1.66524763432863	0.0958633611217731	1	Frmd7	FERM domain containing 7	2	0	0	7	13	0	1	0
ENSMUSG00000026070	6.81509062473838	-2.09658562850582	1.2592648052717	-1.66492831351183	0.0959270586632914	0.707899910536555	Il18r1	interleukin 18 receptor 1	8	0	9	0	5	1	7	25
ENSMUSG00000061607	352.465992287053	0.528181876475062	0.317264763245479	1.6647984196921	0.0959529793400154	0.707899910536555	Mdc1	mediator of DNA damage checkpoint 1	399	189	78	754	485	412	400	486
ENSMUSG00000097191	1.54356055956798	-3.32954149146102	2.00012635723578	-1.66466557446026	0.0959794947777084	1	5730422E09Rik	RIKEN cDNA 5730422E09 gene	6	0	0	1	0	6	0	3
ENSMUSG00000031770	1663.03098416844	-0.854580377236873	0.513368506460883	-1.66465290815807	0.0959820232329736	0.707899910536555	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	2309	1285	1959	1033	923	1306	1352	2309
ENSMUSG00000031889	41.3845818443284	0.873276090852661	0.524675796060773	1.66441085601652	0.0960303520796629	0.707899910536555	D230025D16Rik	RIKEN cDNA D230025D16 gene	42	48	6	89	45	64	35	29
ENSMUSG00000014039	29.3165240840897	-0.795799836203134	0.478177755561379	-1.66423432907051	0.0960656102518317	0.707899910536555	Prdm15	PR domain containing 15	44	6	21	29	32	43	29	53
ENSMUSG00000031775	12.7149813329365	-1.56475596576878	0.940516212733469	-1.66372035333772	0.0961683269219831	0.707955903288768	Pllp	plasma membrane proteolipid	34	1	12	17	0	12	11	21
ENSMUSG00000028909	258.591106646488	0.496620900789703	0.298511250923844	1.66365890482433	0.0961806131222168	0.707955903288768	Ptpru	protein tyrosine phosphatase, receptor type, U	173	119	135	364	471	282	392	315
ENSMUSG00000032523	1.37251901887989	3.89446240386264	2.34274067628962	1.66235317603765	0.0964419815071298	1	Hhatl	hedgehog acyltransferase-like	0	5	0	0	3	0	1	0
ENSMUSG00000021123	2.56044825892176	4.06596445168929	2.44619322094773	1.66215997038615	0.096480703795684	0.709768481104075	Rdh12	retinol dehydrogenase 12	0	0	0	23	0	1	0	0
ENSMUSG00000042284	10829.1430761591	0.456994554625413	0.275170394683112	1.66076933949123	0.0967597812043616	0.71142453743285	Itga1	integrin alpha 1	10242	4986	2727	13377	19407	13316	18156	16978
ENSMUSG00000010311	21.4858376809779	-0.891336251686719	0.536816121532377	-1.66041259927579	0.0968314772290166	0.711554829604306	Optc	opticin	35	9	15	23	9	31	23	40
ENSMUSG00000028159	10.1993706765106	-1.59410214564602	0.960482477021621	-1.65968894152989	0.0969770451748759	0.712104110855233	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	26	7	11	1	2	21	9	3
ENSMUSG00000047819	2.99712525441043	3.52808666101418	2.12631060437067	1.65925272336136	0.0970648774862569	0.712104110855233	Tigd4	tigger transposable element derived 4	0	13	0	0	3	0	0	2
ENSMUSG00000078532	20.5527427208506	-1.14239283588885	0.688557865214616	-1.65910941345907	0.0970937467408592	0.712104110855233	Nkain1	Na+/K+ transporting ATPase interacting 1	28	16	28	8	18	24	6	21
ENSMUSG00000012819	13.0295496816061	1.83998917969074	1.10911691407225	1.65896773941983	0.0971222932047113	0.712104110855233	Cdh23	cadherin 23 (otocadherin)	3	2	0	19	72	4	4	22
ENSMUSG00000031059	34.6136188827077	-0.877150689869914	0.528935999474145	-1.65833047994834	0.0972507801297749	0.712296628537021	Ndufb11	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11	60	13	32	21	53	31	18	58
ENSMUSG00000029047	12.2028473762265	-1.71253698784324	1.03270540369773	-1.65830156568493	0.0972566131659439	0.712296628537021	Pex10	peroxisomal biogenesis factor 10	52	0	10	1	18	12	8	6
ENSMUSG00000060029	1.39909963694921	-3.89525259604018	2.34937680396542	-1.65799397928231	0.0973186816072653	1	4930473A02Rik	RIKEN cDNA 4930473A02 gene	0	0	4	0	0	1	0	3
ENSMUSG00000041633	38.6782112740844	-1.16287555253996	0.701754549143351	-1.65709727704582	0.097499809578215	0.713681282437317	Kctd12b	potassium channel tetramerisation domain containing 12b	77	23	38	27	2	80	43	21
ENSMUSG00000098076	40.8878748444182	-0.831782318626753	0.502081835338036	-1.65666682218595	0.0975868543026825	0.713922031227671	NA	NA	77	5	20	32	42	70	57	74
ENSMUSG00000029376	1.61578762007685	-3.31827863339781	2.00301998933931	-1.65663780244766	0.0975927247828729	1	Mthfd2l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	2	1	0	0	0	5	0	8
ENSMUSG00000021811	16.9046429590199	-0.963533623356848	0.582053996110436	-1.65540247089727	0.0978428851264292	0.714338813068339	Dnajc9	DnaJ heat shock protein family (Hsp40) member C9	27	11	14	8	11	23	16	29
ENSMUSG00000035842	1.65355030041683	3.40772715377041	2.05888721591297	1.65513056151515	0.0978980167724757	1	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	0	1	0	7	0	1	6	0
ENSMUSG00000063428	1.65818845611021	-3.38051035368773	2.04251172888458	-1.65507512435869	0.0979092601130049	1	Ddo	D-aspartate oxidase	0	0	2	1	0	3	0	8
ENSMUSG00000039367	946.902813167825	0.285843609373291	0.172710358232122	1.65504612635404	0.0979151416777128	0.714338813068339	Sec24c	Sec24 related gene family, member C (S. cerevisiae)	1074	620	342	1152	1458	1230	1238	1244
ENSMUSG00000023939	10.2724511113559	-1.15959825727377	0.70080706534482	-1.65466119652092	0.0979932424077085	0.714338813068339	Mrpl14	mitochondrial ribosomal protein L14	18	2	9	7	9	18	10	15
ENSMUSG00000055204	111.156203090808	0.606480356458386	0.366529229206796	1.65465755015191	0.0979939824793434	0.714338813068339	Ankrd17	ankyrin repeat domain 17	86	125	30	100	194	134	123	159
ENSMUSG00000021285	986.456111360833	0.483477779904963	0.292203409492291	1.65459321896693	0.0980070399517957	0.714338813068339	Ppp1r13b	protein phosphatase 1, regulatory (inhibitor) subunit 13B	718	404	310	1458	1808	1258	1501	1517
ENSMUSG00000028789	32.6918227229917	0.873535661950481	0.528009818391809	1.65439283801779	0.0980477207161377	0.714338813068339	Azin2	antizyme inhibitor 2	22	41	8	55	52	30	21	46
ENSMUSG00000028397	42.4715680694151	0.949789216333712	0.57410809304914	1.6543735018423	0.0980516470044503	0.714338813068339	Kdm4c	lysine (K)-specific demethylase 4C	30	45	5	116	41	61	28	46
ENSMUSG00000097184	1.34372041144055	-3.89103661933044	2.35203387562563	-1.65432847700607	0.0980607899655375	1	4632428C04Rik	RIKEN cDNA 4632428C04 gene	1	0	2	0	0	8	0	0
ENSMUSG00000092060	5.5008564569295	-2.40352061465612	1.45324931868125	-1.65389419679012	0.0981490119764054	0.714338813068339	Bend4	BEN domain containing 4	2	0	11	0	0	13	8	5
ENSMUSG00000031273	284.141790248113	-0.738397293514577	0.446553524364273	-1.65354711860304	0.0982195648724339	0.714338813068339	Col4a6	collagen, type IV, alpha 6	673	214	122	359	93	632	170	221
ENSMUSG00000003033	99.2792357143744	0.518422689962054	0.313529920340934	1.65350308320915	0.0982285191354633	0.714338813068339	Ap1m1	adaptor-related protein complex AP-1, mu subunit 1	76	83	54	120	170	118	115	93
ENSMUSG00000040565	51.3024719589828	-0.740577909967012	0.447899328488886	-1.65344724330255	0.0982398746941439	0.714338813068339	Btaf1	B-TFIID TATA-box binding protein associated factor 1	70	19	47	73	33	92	40	51
ENSMUSG00000026036	58.7806421300407	0.83738544840371	0.506576479427507	1.65302867861148	0.0983250270640312	0.714524446244945	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe)	59	86	8	85	50	43	70	93
ENSMUSG00000041840	2.6359043358896	2.86386788929288	1.7332977594128	1.65226538472137	0.0984804625427952	0.714524446244945	Haus1	HAUS augmin-like complex, subunit 1	0	1	0	0	14	2	7	1
ENSMUSG00000035934	75.7641285813978	-0.768020062897529	0.464841134183771	-1.65222052529004	0.0984896037194014	0.714524446244945	Pknox2	Pbx/knotted 1 homeobox 2	125	26	67	38	47	122	135	75
ENSMUSG00000029198	104.017656905229	-0.625340153371806	0.378516138374315	-1.65208320062012	0.0985175911005461	0.714524446244945	Grpel1	GrpE-like 1, mitochondrial	109	45	81	77	63	171	168	168
ENSMUSG00000026679	1.59725218905899	4.16334665281428	2.5203678916265	1.65188053166615	0.0985589075406624	1	Enkur	enkurin, TRPC channel interacting protein	0	0	0	12	0	0	3	0
ENSMUSG00000042828	1.59725218905899	4.16334665281428	2.5203678916265	1.65188053166615	0.0985589075406624	1	Trim72	tripartite motif-containing 72	0	0	0	12	0	0	3	0
ENSMUSG00000097836	1.59725218905899	4.16334665281428	2.5203678916265	1.65188053166615	0.0985589075406624	1	NA	NA	0	0	0	12	0	0	3	0
ENSMUSG00000082322	6.64659170741445	-2.07793079790348	1.25834266654167	-1.65132348537009	0.098672539230328	0.714524446244945	NA	NA	2	2	19	4	1	2	3	2
ENSMUSG00000019891	4.84006901315106	-2.38171062382856	1.44246979633775	-1.65113379141485	0.0987112587033918	0.714524446244945	Dcbld1	discoidin, CUB and LCCL domain containing 1	18	0	5	7	0	9	0	2
ENSMUSG00000041268	584.472859362848	0.459565608740375	0.278364367849647	1.65094984063693	0.0987488174889772	0.714524446244945	Dmxl2	Dmx-like 2	572	311	141	676	1032	858	971	773
ENSMUSG00000030049	36.1625638662756	-4.68674951623472	2.83926645367834	-1.65069027253956	0.0988018351088315	0.714524446244945	Gkn2	gastrokine 2	197	0	58	0	0	4	13	0
ENSMUSG00000062590	121.518489879537	-0.817952866943911	0.495562134184421	-1.65055562263664	0.0988293467351167	0.714524446244945	Armc9	armadillo repeat containing 9	100	76	107	20	139	240	125	191
ENSMUSG00000085208	219.498297944644	-0.598865321927781	0.362860974314443	-1.65039881475053	0.0988613933809953	0.714524446244945	Brip1os	BRCA1 interacting protein C-terminal helicase 1, opposite strand	364	156	221	200	168	194	178	229
ENSMUSG00000034883	9.31323574388531	-2.34890416299459	1.42323518570005	-1.65039776039491	0.0988616088865038	0.714524446244945	Lrr1	leucine rich repeat protein 1	1	6	24	0	0	1	4	15
ENSMUSG00000044081	1.68789124315889	-3.45661602844871	2.09466341155088	-1.65020117761519	0.098901796068738	1	NA	NA	13	0	0	1	0	1	0	2
ENSMUSG00000086468	4.37645533851582	-5.5985847771877	3.39293954567988	-1.65006912201433	0.0989287993583155	0.714618280515437	Etaa1os	Ewing tumor-associated antigen 1, opposite strand	0	0	15	0	0	6	0	0
ENSMUSG00000046806	1.90236251917761	-3.63956699925765	2.2058960173406	-1.64992681914602	0.0989579046400039	1	3110062M04Rik	RIKEN cDNA 3110062M04 gene	7	0	0	0	1	12	0	0
ENSMUSG00000085335	5.87911240620152	-2.18394763351473	1.32421208478605	-1.64924309225557	0.0990978429906037	0.715112963162294	NA	NA	23	0	0	3	7	11	0	16
ENSMUSG00000024598	915.94845992171	-0.354475700467072	0.214956530202347	-1.64905760310417	0.0991358342688099	0.715112963162294	Fbn2	fibrillin 2	1337	716	434	845	709	1417	983	1455
ENSMUSG00000044080	59.9336945445373	-0.58849388345075	0.357010558345704	-1.64839349899813	0.0992719492027016	0.715112963162294	S100a1	S100 calcium binding protein A1	97	35	40	70	38	84	56	88
ENSMUSG00000070705	3.7332194188719	-2.57708991494554	1.56418752890936	-1.64755815227758	0.099443373783736	0.715112963162294	Eid2b	EP300 interacting inhibitor of differentiation 2B	1	0	2	0	0	18	5	10
ENSMUSG00000031540	1226.70290992174	0.265416481770759	0.161101258611219	1.64751339659785	0.0994525649234143	0.715112963162294	Kat6a	K(lysine) acetyltransferase 6A	1173	844	550	1602	1794	1620	1461	1580
ENSMUSG00000004347	2.80271080201839	-3.44377108578524	2.09062223100581	-1.64724694624931	0.0995072978706763	0.715112963162294	Pde1c	phosphodiesterase 1C	0	0	0	2	0	23	0	5
ENSMUSG00000040265	21.861106264881	-1.43319187773284	0.870065283376675	-1.64722338095218	0.0995121396969292	0.715112963162294	Dnm3	dynamin 3	46	7	20	0	36	55	8	13
ENSMUSG00000039901	61.5100861566849	0.678205981627047	0.411785593046783	1.64698812459424	0.0995604867744258	0.715112963162294	9130011E15Rik	RIKEN cDNA 9130011E15 gene	55	57	31	64	71	79	122	33
ENSMUSG00000048485	4.28909450456063	-5.58771309021593	3.39301160443726	-1.64682993801392	0.0995930059259955	0.715112963162294	Zbtb8b	zinc finger and BTB domain containing 8b	20	0	0	0	0	25	0	0
ENSMUSG00000093787	1.46279016031672	-3.94435428888054	2.39534360966271	-1.64667577251514	0.0996247065973385	1	NA	NA	0	0	5	0	0	1	0	1
ENSMUSG00000028600	1393.71276219108	0.333093989734715	0.202283005849538	1.6466731267701	0.0996252507056111	0.715112963162294	Podn	podocan	1236	789	707	2347	1804	1673	1814	1674
ENSMUSG00000097583	1.99779784211587	3.67125435999863	2.23035490460889	1.64604043617104	0.0997554341891955	1	NA	NA	0	4	0	0	11	0	0	1
ENSMUSG00000043110	4.28101140831132	-5.58502543613809	3.39302950162347	-1.64602914105692	0.0997577595230868	0.715112963162294	Lrrn4	leucine rich repeat neuronal 4	19	0	0	0	0	26	0	0
ENSMUSG00000003534	2154.97907287693	0.286759343805657	0.174240615709899	1.64576635956737	0.0998118707561067	0.715112963162294	Ddr1	discoidin domain receptor family, member 1	2346	1645	1097	2910	3111	2206	2279	2663
ENSMUSG00000062380	5.31522911335243	1.59622533122671	0.969982053938536	1.64562357081285	0.0998412832335325	0.715112963162294	Tubb3	tubulin, beta 3 class III	1	7	2	9	10	5	6	3
ENSMUSG00000041638	893.804838786385	0.35203824891606	0.213935598706595	1.64553375429055	0.0998597877165672	0.715112963162294	Gcn1l1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)	923	498	300	1414	1273	1075	1191	1308
ENSMUSG00000049305	578.065902671629	0.393062662034989	0.238868504679643	1.64551899616127	0.0998628285273671	0.715112963162294	Ccdc71	coiled-coil domain containing 71	603	439	153	649	883	910	813	696
ENSMUSG00000039087	417.531427859122	0.672190521096247	0.408510690780221	1.64546616836984	0.0998737139348952	0.715112963162294	Rreb1	ras responsive element binding protein 1	531	194	41	867	517	589	711	451
ENSMUSG00000035245	98.6315255628354	0.598160661916031	0.363617626168853	1.64502658525762	0.0999643287431701	0.715112963162294	Eogt	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase	54	52	39	133	197	129	143	127
ENSMUSG00000041852	632.656944145935	0.43600704741908	0.265052909631402	1.64498117762758	0.0999736927185093	0.715112963162294	Tcf20	transcription factor 20	706	329	161	1005	761	849	1112	827
ENSMUSG00000030051	36.3912253115747	1.03893644081876	0.631697815384895	1.64467315782267	0.1000372311238	0.715179402334631	Aplf	aprataxin and PNKP like factor	7	20	5	57	70	33	72	71
ENSMUSG00000052406	11.6578321902662	-2.06823970278818	1.25823858516153	-1.64375797021251	0.100226206246224	0.715473974934584	Rexo4	REX4, 3'-5' exonuclease	0	4	30	0	5	6	9	13
ENSMUSG00000029735	9.5153264985145	-1.62184605975857	0.986726929993834	-1.64366250728427	0.100245934562137	0.715473974934584	Tpk1	thiamine pyrophosphokinase	10	4	13	0	2	20	13	11
ENSMUSG00000024993	9.30714660876655	-1.33037619977603	0.809397873576352	-1.64366159488129	0.100246123133766	0.715473974934584	Fam45a	family with sequence similarity 45, member A	10	4	9	2	4	16	12	20
ENSMUSG00000096351	1.56330190485181	4.13424498004822	2.51592015075309	1.64323378021783	0.100334573236488	1	Samd11	sterile alpha motif domain containing 11	0	0	0	4	11	0	0	0
ENSMUSG00000027285	3.70694399495987	-2.55933857299855	1.55752772072634	-1.64320579270655	0.100340361784004	0.715473974934584	Haus2	HAUS augmin-like complex, subunit 2	21	2	0	0	0	8	2	3
ENSMUSG00000085156	1.52411325759386	-4.1170959799634	2.50566431077425	-1.64311554515107	0.10035902914629	1	Snhg15	small nucleolar RNA host gene 15	7	0	0	0	0	9	0	0
ENSMUSG00000057137	5.53530645926839	-1.97353331752379	1.2012933636043	-1.64284043957631	0.100415950766826	0.715473974934584	Tmem140	transmembrane protein 140	2	1	0	4	2	27	3	18
ENSMUSG00000043664	6.98202664663381	2.04824849563329	1.24687935803042	1.64269981890527	0.100445056285134	0.715473974934584	Tmem221	transmembrane protein 221	0	7	0	29	6	13	6	1
ENSMUSG00000028848	10.782658993037	-1.24841620408307	0.760014103443913	-1.64262241769728	0.10046107957468	0.715473974934584	Gpn2	GPN-loop GTPase 2	20	5	5	2	9	32	11	14
ENSMUSG00000032380	7.61921663567315	-1.94321320592147	1.18317371623847	-1.64237354097023	0.100512614850857	0.715473974934584	Dapk2	death-associated protein kinase 2	3	0	20	6	3	4	5	4
ENSMUSG00000027425	93.104560385729	-0.544096608791538	0.331351282502951	-1.64205372824139	0.100578869884787	0.715559223794468	Kat14	lysine acetyltransferase 14	95	47	78	77	101	119	96	159
ENSMUSG00000021792	32.3855474779969	-0.923634617082744	0.562595713358693	-1.64173774373191	0.100644366013826	0.715638984444588	Fam213a	family with sequence similarity 213, member A	64	6	17	13	33	40	50	72
ENSMUSG00000020801	2.28723700240945	-3.11366368396372	1.89745510982381	-1.64096829898276	0.100803995907071	1	Med31	mediator complex subunit 31	0	0	3	0	0	6	2	8
ENSMUSG00000088514	4.28473461452527	-5.56732719851255	3.3931481835469	-1.64075569275402	0.100848138995583	0.716393104241582	NA	NA	0	0	15	0	0	5	0	0
ENSMUSG00000022126	4.40397925788382	-2.52258325548438	1.53753564486559	-1.64066651977028	0.100866658422813	0.716393104241582	Acod1	aconitate decarboxylase 1	18	0	6	0	1	5	5	0
ENSMUSG00000097230	1.96400672165601	3.67198670975314	2.23824523524198	1.64056496220181	0.100887753178376	1	NA	NA	0	0	0	3	15	0	0	1
ENSMUSG00000101972	14.6652932266945	-1.09869972176717	0.669758641614696	-1.64044127764945	0.100913448727651	0.716393104241582	Hist1h3i,Gm12260	histone cluster 1, H3i,predicted gene 12260	21	8	12	12	13	13	5	38
ENSMUSG00000024807	961.751039599857	0.332527217343548	0.202759750830219	1.64000604647611	0.101003909757882	0.716416350591936	Syvn1	synovial apoptosis inhibitor 1, synoviolin	1073	521	341	1409	1509	1133	1255	1333
ENSMUSG00000072944	1.90138484345943	-3.63851918332601	2.21893528305987	-1.63975903718497	0.101055278364929	1	Nup62cl	nucleoporin 62 C-terminal like	0	0	0	0	1	5	0	14
ENSMUSG00000055923	71.3282600511391	1.02178041251834	0.6231299471453	1.63975494549628	0.101056129456901	0.716416350591936	Aasdh	aminoadipate-semialdehyde dehydrogenase	86	79	0	127	114	90	73	67
ENSMUSG00000043885	28.9753354325859	1.04497465921766	0.637400138256013	1.63943274640136	0.101123166431475	0.716416350591936	Slc36a4	solute carrier family 36 (proton/amino acid symporter), member 4	22	21	0	58	52	35	40	40
ENSMUSG00000005233	6.91847531580804	-5.51937037358757	3.3667420873256	-1.63938021696575	0.101134099101236	0.716416350591936	Spc25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	0	0	26	0	0	2	1	0
ENSMUSG00000040021	286.672221468376	-0.378129794432203	0.23075703250179	-1.63864906015062	0.1012863686276	0.716907252917096	Lats1	large tumor suppressor	348	166	165	289	240	543	359	370
ENSMUSG00000027167	23.7277430156093	-1.06264472538314	0.648537269824256	-1.6385253012076	0.101312160523747	0.716907252917096	Elp4	elongator acetyltransferase complex subunit 4	29	1	23	24	30	50	16	30
ENSMUSG00000030486	2.02162307032346	-3.66497795313118	2.2373262474499	-1.63810618022674	0.101399545995513	1	Zfp108	zinc finger protein 108	9	0	4	0	1	0	0	0
ENSMUSG00000048540	2.58819983329395	4.04201496887247	2.46832818958059	1.6375516780689	0.101515250268673	0.717958982989225	Nhlh2	nescient helix loop helix 2	0	13	0	0	0	1	0	0
ENSMUSG00000031981	1.65232888299609	-4.21332772092597	2.57355244084106	-1.6371641214931	0.101596181520555	1	Capn9	calpain 9	14	0	1	0	0	0	0	0
ENSMUSG00000035901	2295.75860304988	0.266668340453776	0.162908931529372	1.63691663772098	0.101647889032107	0.718313680079058	Dennd5a	DENN/MADD domain containing 5A	2343	1307	1002	3269	3001	3089	3320	2817
ENSMUSG00000020790	544.80594300135	0.473653237582324	0.28937937569106	1.63678989372067	0.101674378140599	0.718313680079058	Ankfy1	ankyrin repeat and FYVE domain containing 1	448	323	125	723	877	946	845	672
ENSMUSG00000021930	45.0495622313164	-1.14469527551636	0.699466562497101	-1.6365260855784	0.101729530860891	0.718318374579073	Spryd7	SPRY domain containing 7	78	10	2	21	22	119	74	123
ENSMUSG00000042595	9.28614945316186	-1.95985500049883	1.19822536379941	-1.63563137595786	0.101916759608014	0.719255161623366	Fam199x	family with sequence similarity 199, X-linked	17	0	3	3	0	5	15	47
ENSMUSG00000046410	12.6695903458467	-1.36110930502105	0.832450254924006	-1.63506383350835	0.102035666803992	0.719709039848598	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	32	1	6	3	22	14	7	33
ENSMUSG00000018677	77.8683875927508	-0.654992460773602	0.400774996498197	-1.63431468154613	0.102192792492982	0.720074192242913	Slc25a39	solute carrier family 25, member 39	96	27	80	58	80	89	99	103
